record_id,machine_serial,machine_type_class,ambient_temp_k,engine_temp_k,rpm_speed,torque_nm,operating_hours_wear,failure_flag,TWF,HDF,PWF,OSF,RNF,worker_x,worker_y,worker_z,machine_x,machine_y,machine_z,distance_3d,worker_speed,machine_speed,relative_speed,direction_worker,direction_machine,ttc,in_restricted_zone,machine_status,worker_bpm,fatigue_index,vibration_rms,acceleration_z,gas_co_ppm,dust_density_mg_m3,ambient_light_lux,risk_level
658,L47837,L,297.7,309.2,1365,58.6,170,0,0,0,0,0,0,181.54114819931755,161.6458101749007,-434.877929046934,178.5410942420455,161.4047199449242,-434.3569814318028,3.054477805328555,0.32763984903846866,6.825,7.152639849038469,7,4,0.42704202501390714,1,1,75.25031745974825,0.3143600862588853,2.627842764842755,9.358351474527362,17.348118513818722,2.8834527671700316,72.21518335726071,2
659,L47838,L,297.7,309.1,1562,36.8,172,0,0,0,0,0,0,322.9586206658006,133.83429213755633,-613.4632385158532,432.2114362808965,156.7266267124487,-717.2605629722705,152.42742950803088,0.7734781797142444,7.8100000000000005,8.583478179714245,4,7,17.758235800991503,0,0,116.08499357266403,0.1473659484857173,3.3959677127555414,7.736569971476165,1.4155693271618863,2.4035968663421796,19.785842766872783,0
660,L47839,L,297.6,309.1,1449,49.1,174,0,0,0,0,0,0,285.38915233445596,169.44549418805914,-673.9198540953997,297.8231867328873,194.6485593498115,-672.159486307178,28.158455208315633,0.7136688014892626,7.245,7.958668801489263,1,6,3.5380860682437865,0,3,88.65382637664383,0.033110559212781575,2.2606447499104365,11.484451424610857,39.695790750028955,4.272544853259889,63.95355793177587,1
661,M15520,M,297.7,309.2,1700,27.4,176,0,0,0,0,0,0,178.0483629489231,141.15152369769817,-249.25601487875065,272.75572239302033,289.1285476159634,-745.9280485848925,526.8299465732516,0.9394072674350469,8.5,9.439407267435048,2,0,55.81176144298371,0,1,95.21037317902486,0.23458247645354988,4.221054500539498,8.198836524659988,13.339624795250023,2.549736951247873,23.068030208264364,1
662,M15521,M,297.6,309.0,1427,45.6,179,0,0,0,0,0,0,493.25762439648986,14.390267573842763,-396.42729839537225,506.38587890168,19.107634041295277,-396.3421839518197,13.950335379831955,1.3413796479394258,7.135,8.476379647939426,3,2,1.6457893533854664,1,1,99.87231129758592,0.16275008110182523,2.5955489993576975,7.514443123620854,3.7246567818281497,1.9986300052369743,36.99476662522166,2
663,M15522,M,297.6,308.9,1479,38.1,182,0,0,0,0,0,0,302.8874096784436,264.6144558023096,-637.8610007159991,8.274032694420285,298.27482946643744,-538.3748981030806,312.77395554337176,0.8803002272558605,7.395,8.27530022725586,0,6,37.79608557441903,0,0,77.54082032028174,0.21357796884816688,4.263645766886553,8.762872330763905,19.872081336470373,0.4658109525959301,40.90375580994607,0
664,L47843,L,297.5,308.9,1469,44.0,185,0,0,0,0,0,0,118.61339586799724,133.31814567473094,-567.4999915913412,6.023192466798443,1.8073614139338612,-758.2221475405288,257.5783008110727,0.7102676969501545,7.345,8.055267696950153,3,7,31.976379991517323,0,1,60.58231855902086,0.4052958310153603,3.3696108443673514,8.910625417636213,2.4351718923690835,8.269856797757312,45.820766917506134,1
665,L47844,L,297.5,308.9,1390,47.4,187,0,0,0,0,0,0,50.89123631020187,176.6830945522046,-75.00974650419323,446.4102600693395,145.13641747645005,-585.7947588536883,646.7857603803419,1.0411933659843267,6.95,7.991193365984326,0,5,80.93731821500896,0,2,97.91109159695677,0.41223577711210047,5.329091342252548,9.261317256842533,2.5896723339429,1.8214346887781125,70.42619541977409,0
666,L47845,L,297.5,308.9,1729,28.1,189,0,0,0,0,0,0,76.42956959216602,41.75634082739611,-163.49032646858245,19.268607512612945,211.4804990381763,-500.52622368081126,381.6632828500406,0.6946549667585433,8.645,9.339654966758543,3,3,40.86481612098591,0,1,124.05368062221538,0.12927943334669226,1.4996846818914593,9.882518802332587,7.434660458100478,2.675945313050569,44.33650181048172,0
667,L47846,L,297.5,309.0,1470,43.5,191,0,0,0,0,0,0,122.97886419225406,1.0163543947917408,-140.03994284515375,117.28782307546852,-17.231251678271715,-140.48786677777875,19.119720506327077,0.7460590406147094,7.35,8.096059040614708,1,2,2.3616083344267924,0,3,85.19288331874569,0.17429415792436462,2.06051349117377,11.24623469449435,9.327490813226147,3.101482622678915,46.102527701490835,2
668,L47847,L,297.5,308.9,1459,48.5,193,0,0,0,0,0,0,80.34068662977784,73.58702809309288,-454.990927189469,75.34553639214944,78.66562167776084,-454.4918785637832,7.140916483583072,0.8521772965973694,7.295,8.14717729659737,3,1,0.8764896385114195,1,3,86.02049810091466,0.2867124012680952,4.8021455409758875,9.720446843789727,1.3870071856066821,3.748041763105531,22.226633118590165,2
669,L47848,L,297.5,308.9,1738,24.0,195,0,0,0,0,0,0,93.28351202565288,211.3758096400051,-332.1445520593437,345.5762969076346,76.6883456072162,-422.91028572474016,300.0512967459187,0.44270920681476117,8.690000000000001,9.132709206814763,1,2,32.85457687867939,0,1,90.99663514053263,0.10606603981354405,2.424842991352267,8.702925088135137,2.127178903132165,6.92968701206078,32.556109373207384,1
670,H30083,H,297.5,308.9,1471,37.7,197,0,0,0,0,0,0,142.54758434692354,29.75835903386358,-517.4241948466913,152.57710250527765,47.483308549543516,-517.5856978701836,20.366422195583453,0.7074753136448191,7.355,8.06247531364482,7,0,2.5260756037436303,0,1,58.71603634230826,0.3973374829477404,1.9421035526166865,11.337694972611844,23.07485163842692,1.049023073779857,30.467881989760468,1
671,L47850,L,297.6,309.0,1822,25.4,202,0,0,0,0,0,0,86.68679764737742,272.6662321159404,-741.7160182333321,328.4991575778232,106.97599977738868,-125.58420986171598,682.3084901969289,0.5604386033311842,9.11,9.670438603331183,7,7,70.55610590008747,0,1,106.17774749120017,0.14826517357569224,2.5898842234791832,10.207407209708574,20.70827602372796,0.3543355087538419,41.64615429969953,1
672,L47851,L,297.5,308.9,1554,34.8,204,0,0,0,0,0,0,448.3827123132126,64.50677080685537,-499.1980170074131,158.82148942454845,33.162060212747576,-634.9882541135978,321.3521140063666,1.0420882833483638,7.7700000000000005,8.812088283348364,3,7,36.46719184754481,0,1,62.65150072915345,0.7264923668076808,6.026741642217604,8.514560716981922,23.85942991377795,1.1090378246647221,35.4392333425928,0
673,M15532,M,297.6,308.9,1433,43.2,206,0,0,0,0,0,0,40.1168728308211,61.378084287532744,-354.51443509464144,44.790650599281584,77.07317733247511,-351.8786607791737,16.586966285624182,0.49112332048294444,7.165,7.656123320482944,0,7,2.1664967492422633,0,0,111.92206294014616,0.43235443568049303,3.547338797560027,9.061041599625838,15.112830548255108,2.1655785454499163,32.2998042379657,2
674,L47853,L,297.6,308.9,1449,47.7,209,0,0,0,0,0,0,262.25569478512733,54.452388486448655,-584.6417969239014,314.9865320234324,282.37750276374913,-384.75164087564764,307.71167251043363,0.5181221896233057,7.245,7.763122189623306,0,7,39.6376180864113,0,1,89.70213982724832,0.3118108413467466,4.302283386081685,9.727406881159302,25.74402953646737,0.34840622231436497,32.67462336951802,0
675,L47854,L,297.8,309.0,1456,41.2,0,0,0,0,0,0,0,205.19841349483076,4.194513891409423,-164.03706895443815,196.40711981495951,9.736783735036129,-163.30533572476898,10.41820680850213,0.5869230819508691,7.28,7.866923081950869,2,1,1.324305157171892,1,3,108.03534086969212,0.06440046329903364,1.6270467080767839,8.408708504225052,12.3673850367495,0.29577935355330737,80.37441955261431,2
676,M15535,M,297.8,309.1,1424,45.5,2,0,0,0,0,0,0,491.1893084543032,231.54164054347038,-686.674880619051,397.68195790206306,160.01208875094585,-687.3290150801577,117.73074907955093,0.5651532898716468,7.12,7.685153289871647,7,4,15.319245386388019,0,1,55.0,0.49886188756530064,4.320315618903225,9.616062578692974,15.084115849136005,3.080240904962421,71.21631157844317,0
677,H30090,H,297.9,309.2,1577,34.7,5,0,0,0,0,0,0,56.01945108402617,262.51035937357756,-524.6531829223101,160.87417938275829,151.00476481144392,-795.2579436450752,310.8937892449459,1.3020889963313984,7.884999999999999,9.187088996331397,3,0,33.840293630451654,0,0,100.81735608351866,0.4275973927803373,1.465941888168295,10.073353097929111,0.20467850227559695,1.6578292540539783,5.0,1
678,L47857,L,297.9,309.2,1478,39.7,10,0,0,0,0,0,0,198.92779952287083,184.24881078485967,-706.3220710068479,35.72207675026529,177.7839381539128,-91.02541926167021,636.6065285344547,1.1253775269170472,7.39,8.515377526917046,2,3,74.7596364955219,0,1,88.40086810144395,0.23281394981760306,0.48241198138051633,9.142950739263508,28.404744030416786,2.76633293421302,29.392266190908238,0
679,M15538,M,297.8,309.2,1295,61.2,12,0,0,0,0,0,0,484.7352166376844,56.45999450395869,-496.375899511081,100.72728689205684,213.18387745884152,-211.8435571599955,502.9742731390682,0.9469593733975313,6.475,7.421959373397531,3,0,67.76839481793377,0,1,80.50044959865566,0.17006845154904165,5.399845564700943,9.787797355875858,9.58569816811328,1.166123210684348,25.624676165424138,0
680,L47859,L,297.8,309.2,1372,47.3,15,0,0,0,0,0,0,432.75356294699014,85.58339908226392,-770.2540212692971,204.20520920578215,238.49980614706104,-133.3605252758265,693.7226411082517,0.6780364088574238,6.859999999999999,7.538036408857423,2,6,92.02962197066418,0,1,105.63960443754065,0.15715068835074056,1.9252115566304144,9.863074823144217,40.78144569929465,1.8164905111906182,28.40473571959884,0
681,M15540,M,297.8,309.1,1432,42.6,17,0,0,0,0,0,0,408.53603547463996,142.778009209489,-595.587953703766,454.02794407208444,209.49635148147328,-769.8309042678367,192.04545494396135,0.7808709525088896,7.16,7.94087095250889,3,5,24.184432172806595,0,1,99.00099623486047,0.18607859726128953,4.611639783218967,10.04108967944276,26.40953650348833,6.782122954528868,74.53245336990275,1
682,M15541,M,297.7,309.0,1656,33.2,20,0,0,0,0,0,0,128.95141352246992,286.30378548699025,-499.4485586647372,148.1088600406747,275.1986946549172,-496.83748783087003,22.296826912947537,1.2738245236614376,8.280000000000001,9.553824523661438,4,4,2.333811643465525,0,3,88.20011930210751,0.581677327057509,0.5691475001693058,9.86730776889848,49.19016668535511,5.333520689780054,39.437473043530794,1
683,H30096,H,297.8,309.0,1410,48.8,23,0,0,0,0,0,0,85.44379369503291,74.20541154532285,-441.37597754248134,44.90190078702144,285.5201427905045,-386.0117852007594,222.17730423119102,0.7071227411510859,7.05,7.757122741151086,4,7,28.64171570375615,0,1,55.0,0.0889765722299582,1.5189609891299067,11.099563449696408,18.25325518782521,0.9815919747344571,18.2933381492942,0
684,L47863,L,297.7,309.0,1874,24.4,28,0,0,0,0,0,0,334.3216099622155,219.4937711759664,-392.2277311436436,98.22838331719174,269.80301859549525,-782.6365926978493,459.00992497290173,0.4777334254813679,9.370000000000001,9.847733425481369,2,3,46.610717932838924,0,1,79.2296808509954,0.2293248446301801,3.8520008638685903,10.223521946634705,29.640046621747707,0.1,42.60948004841684,1
685,L47864,L,297.7,309.0,1538,43.2,30,0,0,0,0,0,0,464.68799456379287,131.83446698787608,-593.7566526575608,272.2337431562712,247.17699553704207,-596.4503545042564,224.38759726549864,1.045003524806111,7.69,8.73500352480611,7,1,25.688323608373054,0,1,101.31276973721201,0.4530759483059789,0.192659348595195,10.152034219287792,8.301524149073439,0.45282008226553755,64.27299232796764,0
686,M15545,M,297.7,309.0,1636,29.7,32,0,0,0,0,0,0,278.3814465069649,89.35420450800655,-407.71899903884577,88.82800235167215,13.008072288054962,-70.5309222993518,394.27787053213996,0.7293774167633635,8.18,8.909377416763363,3,2,44.25425617173764,0,1,73.72677254498868,0.08506290188466738,1.3865950699923073,10.382775690397844,38.45313920814657,4.855863954090664,61.27877610431064,0
687,M15546,M,297.7,309.0,1504,40.4,35,0,0,0,0,0,0,285.8063447349499,136.77478110663412,-418.24653382845514,31.97730608046756,200.66020412628217,-531.9076068421668,285.3583145052661,0.7479634229636025,7.52,8.267963422963602,4,3,34.513736927367916,0,3,90.46544660358408,0.3252946963138232,1.8326363036620248,10.89933250787861,1.1349546339880858,5.071436564930638,50.86289344423558,1
688,M15547,M,297.7,309.0,1531,42.4,38,0,0,0,0,0,0,139.98954683014207,21.36201526236976,-562.8664618428437,357.41423268914497,136.4942329142464,-65.45125290271471,554.9331596212984,0.7325299742333596,7.654999999999999,8.38752997423336,7,1,66.16169019080264,0,0,96.71934553539802,0.11922782729294758,0.8405679969396869,6.591317103641588,72.75105884823685,0.41240441419708534,59.71728620892506,0
689,H30102,H,297.6,309.0,1735,26.4,41,0,0,0,0,0,0,384.74646659596846,239.60621127910875,-177.3497520076413,387.75246660826014,215.72330090103523,-175.3958512851795,24.150510806900673,0.7535713126453585,8.675,9.42857131264536,6,0,2.5614178443462183,0,1,107.64368882123131,0.46274883675990935,5.54314870970164,9.4065945968007,1.0249304478644143,1.9121748566851973,61.728393116994205,1
690,H30103,H,297.6,309.0,1354,55.6,46,0,0,0,0,0,0,93.52187427876169,72.99057839489014,-390.7691550548262,425.3166176051888,205.8846519317472,-511.16298940856086,377.15151044462715,0.9490946313362219,6.77,7.719094631336222,0,2,48.859552636335536,0,3,88.99419564258164,0.20839719916737331,3.408813860378604,9.136489162211772,37.66728058665994,2.2178673475966915,49.12948209422544,0
691,H30104,H,297.6,309.0,1413,40.2,51,0,0,0,0,0,0,161.83961820212184,217.62363695789114,-550.7977109400913,421.967080679566,214.39556287906007,-795.6431539231316,357.2478245514923,0.7085614096970091,7.0649999999999995,7.773561409697009,7,0,45.95677653049078,0,1,68.4110089694739,0.13555478014139247,4.026210315404263,9.352259248781941,12.682535204125037,0.8653083476120098,25.417361284968855,0
692,L47871,L,297.7,309.1,1563,39.3,56,0,0,0,0,0,0,212.71821930820838,20.504511434458415,-89.49611593941768,189.62979003318793,260.82788693386374,-356.36204041833133,359.86917348642277,0.8925141475714359,7.815,8.707514147571436,1,0,41.32857752367728,0,3,107.27271825577623,0.10008823704526788,0.6611410585939286,7.811985738297088,16.095538044457047,1.2616059156201944,41.301984103182235,0
693,L47872,L,297.7,309.1,1479,42.1,58,0,0,0,0,0,0,253.80518934222752,286.5295668497058,-166.16569019662927,264.6544377012103,286.5109053868635,-167.06972143906478,10.886864134928203,1.1131737005696152,7.395,8.508173700569614,1,0,1.2795770888174671,1,1,80.67038685751437,0.05859450987065802,1.6007401150838225,8.863034351291846,7.835741700853103,1.462440451242578,70.76026991916865,2
694,L47873,L,297.7,309.1,1477,38.3,60,0,0,0,0,0,0,121.20486620754012,57.904495621709586,-63.05914133614931,291.76942974184277,182.04852397335017,-422.01495428625765,416.3571612926734,1.2433612574794473,7.385,8.628361257479447,1,3,48.25448875726622,0,1,94.26955243039005,0.17467831971695222,2.6871960067579566,10.402682444770546,9.689978034046478,3.5698794327427765,41.016593851134964,0
695,L47874,L,297.6,309.1,1394,50.0,62,0,0,0,0,0,0,57.41841236960177,264.82262286212415,-280.8245940159344,11.682150916623224,268.2492706158212,-203.96089897517277,89.50740272090533,0.5292204389604315,6.97,7.499220438960431,2,6,11.935560962562286,0,3,73.4894001765693,0.590218624637759,1.2139683672734787,10.728250854387511,18.605577772170005,0.8452400491866525,43.68212413433736,0
696,L47875,L,297.6,309.0,1487,45.4,64,0,0,0,0,0,0,305.3100212208163,242.84196288463033,-516.3328208704648,200.79905485393328,229.38651610090244,-386.6103472101125,167.12723091001746,1.10622998474213,7.435,8.54122998474213,0,5,19.567115182306292,0,1,61.615147399317266,0.18096805270863614,1.8885123858296966,10.023250168726616,9.95568823092478,1.7702739939909413,27.632594631591644,0
697,M15556,M,297.6,309.0,1815,25.3,66,0,0,0,0,0,0,144.3152766201279,290.3579772244248,-589.3544999907408,26.439479617566043,60.81761656664635,-301.04564538078347,386.9179193787717,1.1399550949997024,9.075,10.214955094999702,5,4,37.87759376134419,0,1,62.5148552204635,0.2252853168875125,1.6866889633936037,8.43453571969518,6.507145175216218,0.3662273418854373,20.789280757848648,0
698,M15557,M,297.6,308.8,1453,39.7,69,0,0,0,0,0,0,290.6191107113061,143.3671982837249,-302.51161724413925,286.55515377424297,134.4560853069743,-303.5208263977827,9.84592218060422,1.178387166493562,7.265,8.443387166493562,6,7,1.1661104704136307,1,1,110.58189741346314,0.14564143456354917,0.6597252035954209,7.9721585347428405,10.236604340903785,0.37863772278485885,34.59623401737258,2
699,L47878,L,297.6,308.8,1539,40.2,72,0,0,0,0,0,0,77.18135763710116,218.21918815378547,-64.38756312852229,80.77015094156694,214.78258955946245,-66.76607542979562,5.508808223925563,0.8147663058643939,7.695,8.509766305864394,6,5,0.647351293316861,1,2,84.28545502064064,0.3317666709625685,0.945590680537966,10.326812317708795,8.051937411459017,14.203611864209062,30.92696501806245,2
700,H30113,H,297.5,308.7,1416,39.2,74,0,0,0,0,0,0,240.57005092740874,111.21319711133522,-329.9636899221134,480.4732691493286,175.98695924186424,-348.11949788014715,249.1562315824861,0.7282437067723615,7.08,7.808243706772362,1,5,31.909382050458316,0,1,98.08191641985543,0.1718443216245827,6.97563057321141,8.681604329031803,4.5094787709248445,2.8068657255230147,38.29855303871885,0
701,M15560,M,297.6,308.8,1683,31.6,79,0,0,0,0,0,0,266.29471627579295,55.310471405908146,-138.78879425762136,422.10049540038347,156.477976675949,-150.6162516624205,186.14562492802983,0.33656588986417885,8.415000000000001,8.75156588986418,5,5,21.269979255211744,0,2,122.11917701774655,0.16586164387235686,6.690157119811298,11.752247028003296,39.56620598570964,4.037098253444063,48.246731180980206,1
702,L47881,L,297.7,308.8,1515,40.1,82,0,0,0,0,0,0,25.911768411213455,132.92277988003465,-553.1724267141735,219.55223875009005,208.91056575162364,-233.08193736932276,381.7442818481422,0.8297896048512289,7.575,8.40478960485123,3,3,45.419849847020565,0,3,101.85052714018614,0.4027977308613397,2.796508017270712,10.139104915217239,4.660927343305102,6.816500904171321,30.91279396682486,0
703,M15562,M,297.7,308.9,1531,48.3,84,0,0,0,0,0,0,168.3021390969603,49.724704616536464,-494.7846631443083,123.99873388228832,252.84848608480704,-625.9679757757269,245.82742691680616,1.3346616226032382,7.654999999999999,8.989661622603238,0,7,27.34557063846627,0,1,119.18534760185518,0.041788217866199226,3.991940230223187,10.461649657836215,11.643181650530751,2.668295796133734,47.95998825078453,0
704,H30117,H,297.7,308.9,1479,40.9,87,0,0,0,0,0,0,67.20733846948713,294.6133868359152,-120.29357030798508,77.67643587873428,277.4683139242805,-118.88786909235202,20.13781322828296,0.8942932768951585,7.395,8.289293276895158,2,2,2.4293763720983685,0,1,66.06571143555979,0.11295673466175336,0.5314207227792453,9.017748010264983,5.524688122146221,0.13348446226679425,45.98042912318947,2
705,L47884,L,297.7,308.9,1516,33.7,92,0,0,0,0,0,0,31.68748523638387,28.87394734221491,-232.3499735316359,215.59812574715554,256.92953085106006,-143.7865388779917,306.06527869115183,0.7352783263675847,7.579999999999999,8.315278326367585,6,0,36.807580778219396,0,1,85.08066203277258,0.4673510394633033,3.7834688433653216,10.426512217221987,1.6030328918888386,0.7249800660899902,82.90175999742362,0
706,L47885,L,297.7,309.0,1507,38.2,94,0,0,0,0,0,0,494.9801161949726,176.76351703578612,-63.94225972407071,300.17644052879103,29.42461362181581,-155.8252547676418,260.9592100127203,0.9740627232549686,7.534999999999999,8.509062723254967,5,6,30.66838481511342,0,2,69.0023593423772,0.16787026341155473,2.0829089445103235,10.575725258777794,17.26776307650516,3.298536440343794,58.46142542530392,0
707,M15566,M,297.8,309.0,1434,43.3,96,0,0,0,0,0,0,161.17692248736148,187.93915657621676,-218.9268427008186,156.40145534806612,198.3382682166926,-222.65957307311217,12.036606055770566,0.4440524275323896,7.17,7.614052427532389,7,4,1.5808409740188072,1,1,65.79293099849907,0.2624045965834533,5.2831140407919,8.484362685183232,22.89958250295816,0.9796563344511342,47.28086906916615,2
708,L47887,L,297.7,308.9,1838,27.3,99,0,0,0,0,0,0,404.9372229273174,161.42386286221628,-463.6132195863262,25.780493088822297,255.14593315059443,-564.6656310738693,403.42935206602033,0.718118736194843,9.190000000000001,9.908118736194844,2,0,40.71704859493388,0,1,74.05534803527051,0.4847919550548626,1.3540663061271112,8.256074277082824,14.942558431569793,0.31312758123197526,22.887339839104367,0
709,M15568,M,297.6,308.8,1416,45.9,101,0,0,0,0,0,0,127.32032738188192,198.65576571355007,-401.6989851332277,208.93500875833277,209.08674089567282,-642.027969281196,254.02319201408366,1.044478443959641,7.08,8.12447844395964,4,1,31.266399900776886,0,1,71.55972020930858,0.12384521660719469,5.179875737971735,11.2945066354538,22.378538475693908,2.335868679375686,50.57048523460061,0
710,M15569,M,297.6,308.8,1357,49.7,104,0,0,0,0,0,0,340.7513611119646,34.85423250356728,-124.61338065264749,488.42872281675693,90.0087657050864,-654.2385936363821,552.5879947310037,0.9676776669748407,6.784999999999999,7.75267766697484,4,5,71.27705013261931,0,0,74.43464217699466,0.6481907411898363,6.727388853081394,10.610642750414765,6.735358645051844,1.396329785214783,46.51333300446463,1
711,M15570,M,297.5,308.7,1697,28.1,107,0,0,0,0,0,0,380.1139299448433,166.5055572615873,-386.26494792646406,60.360267706308925,28.024037846489747,-692.1203874385269,463.6454309206399,0.6499269618703527,8.485,9.134926961870352,4,7,50.75524225381543,0,3,86.57734234401839,0.42295078831579613,2.282020396857626,9.492938338713785,1.172218680104156,0.1,37.586072022542034,0
712,L47891,L,297.5,308.7,1443,46.2,110,0,0,0,0,0,0,297.81937030392214,86.16377133820846,-608.451969376666,302.22503933883405,85.11024009389621,-605.8340680845783,5.23194561353979,1.335104029325796,7.215,8.550104029325796,1,0,0.6119160182840894,1,3,90.81822846012004,0.47817164048262406,0.8310983042963296,11.236195697712283,31.773370099062355,0.1,42.2022813375687,2
713,L47892,L,297.5,308.7,1453,37.6,112,0,0,0,0,0,0,235.78809427507917,282.052818990317,-473.28514042253795,137.52766180784758,65.3638241878755,-303.0540910058951,292.5540005582412,0.3621050297791843,7.265,7.627105029779184,1,4,38.3571485401075,0,3,102.55231079373132,0.7242733790700219,2.602369387328014,9.514839254137772,40.985360392531696,1.1026959559544875,47.78593576260398,0
714,L47893,L,297.4,308.6,1439,46.4,114,0,0,0,0,0,0,205.92045707363425,228.6214960319177,-412.7630083631616,193.06744387788456,235.3565054532307,-406.60753934180616,15.76229992698265,0.8939817714187998,7.195,8.0889817714188,2,7,1.9486136045795486,0,1,95.17100052700563,0.10008708382997729,0.3128023199043914,8.45553983970363,8.792036850319604,12.854002417167784,60.0630306639688,2
715,L47894,L,297.4,308.6,1609,36.2,116,0,0,0,0,0,0,174.43413327149764,291.7543446479228,-727.4601248366528,419.4728441204935,159.25772001431156,-580.0550552962973,315.16278314552767,1.0540287078166977,8.045,9.099028707816698,5,0,34.636969864132965,0,2,120.18537555047831,0.2050132915297279,1.6797254739963843,8.774041291047041,0.7005906841819582,4.213220844689731,41.84785997457079,1
716,L47895,L,297.4,308.6,1324,59.1,118,0,0,0,0,0,0,464.7645721239129,11.266820922056864,-242.17799431033234,348.5576051719877,205.6326953808662,-570.9037467684063,399.1776204290897,1.1706089902769923,6.62,7.790608990276993,6,7,51.23830767623945,0,1,123.02922510494969,0.1516614965695173,1.2954811390085181,10.892925029671954,9.28182326099232,0.1,49.04983341932554,0
717,H30130,H,297.4,308.6,1420,45.8,120,0,0,0,0,0,0,415.3097038938646,85.5399525542126,-717.9845499837702,409.5708984972544,84.97205422816414,-712.4099234724491,8.020776560259899,0.8365822709865648,7.1,7.936582270986564,2,6,1.010608381088812,1,3,76.11800827497433,0.11359772497417756,0.8151413136199415,8.617486241593747,5.177394824888424,0.8397252196798969,44.85214695571143,2
718,L47897,L,297.4,308.7,1545,36.9,125,0,0,0,0,0,0,482.5134553332563,58.6267759915047,-496.31171497339574,184.5336413713503,208.35997984529686,-415.10675660394423,343.22914667737314,1.0297395188277303,7.7250000000000005,8.75473951882773,4,4,39.204952464802965,0,1,89.56168602413504,0.4146034137739325,2.8414170135051426,9.399939767635964,39.16341144231673,6.539958642775481,28.40897352515448,1
719,L47898,L,297.5,308.8,1477,39.0,127,0,0,0,0,0,0,62.14861174277237,3.34637619354915,-196.53316884469666,413.87437973423346,244.2114718543508,-596.3822612247645,584.4709632257485,0.8012797377339125,7.385,8.186279737733912,7,1,71.39640739757313,0,1,85.3656925413192,0.35795397077105534,1.2402249515471582,9.916648513396233,10.84532742191907,0.7768757314863689,34.61259090243945,0
720,L47899,L,297.4,308.8,1447,58.1,129,0,0,0,0,0,0,365.43373760182214,72.69771907389642,-449.32222879002734,45.391922825869734,213.91826632341804,-201.19162890975701,428.88087013468225,1.3005430005426981,7.235,8.535543000542699,6,1,50.24646587890349,0,1,66.6712437845121,0.32326264489688783,1.543421985525669,9.917124573272798,32.84479249553672,0.6480456179367015,50.36675785890942,1
721,L47900,L,297.4,308.9,1809,23.8,131,0,0,0,0,0,0,469.1702284105189,203.63279505612866,-168.48836021111902,73.41664022566307,89.85081253740309,-237.32941498554771,417.5000993167977,0.8968694513841373,9.045,9.941869451384138,3,6,41.994124078814174,0,0,101.50219787958989,0.6044739861486129,0.238285390760704,9.975050444307646,10.524144845823114,2.150641226155025,72.31112503732892,1
722,L47901,L,297.5,308.9,1696,30.9,133,0,0,0,0,0,0,90.61653308283007,69.32667664037056,-543.5890084579137,79.40571250349622,71.75242353394052,-546.352310909123,11.798414575295253,1.147991259038476,8.48,9.627991259038476,0,2,1.2254284676691254,1,0,99.86766916759538,0.038432574047628634,1.0789107681951446,7.9181253385130015,15.867301064732159,0.1460831672868592,41.22277776940722,2
723,L47902,L,297.5,308.9,1427,44.7,135,0,0,0,0,0,0,33.248133683388744,152.70103364478547,-81.77277950117343,408.6033270253644,165.17143164132207,-283.43440556384974,426.279771301931,0.45331647927932467,7.135,7.5883164792793245,4,2,56.175802955231454,0,1,97.67613368482075,0.5915593949194875,6.03322804546017,10.270375842196424,21.807728668091833,2.9550620159735015,49.8002335189966,1
724,M15583,M,297.4,308.9,1500,46.3,137,0,0,0,0,0,0,370.56032464502954,266.3454344894996,-642.8986761460733,387.43888128561673,139.612445330214,-246.39066965514382,416.61101212873393,0.7658381793975816,7.5,8.265838179397582,5,0,50.401544657277185,0,0,101.88530809945141,0.5090469981209129,4.3105064573332195,10.561508354550675,25.64195258835684,2.8189569887111605,48.424901506781424,0
725,L47904,L,297.5,308.9,1390,44.6,140,0,0,0,0,0,0,287.23655658995597,208.12737610472257,-771.301891258024,311.98796215190765,172.51410174135802,-762.853214237572,44.18503741730232,0.9618415795562664,6.95,7.911841579556267,3,6,5.5846716561506815,0,1,73.80044209431904,0.23868029792465298,3.7967914195047054,8.911901998327643,2.407665377773961,5.135487462586963,45.73023556438119,1
726,L47905,L,297.4,308.8,1640,34.2,142,0,0,0,0,0,0,420.914388379136,118.38872097180959,-145.68009275718612,411.3428823721327,138.4114119215537,-146.9553437495776,22.229443205007662,0.9591821375832844,8.2,9.159182137583283,5,5,2.4270118085972534,0,2,108.60772478282358,0.15210800496051236,7.081565916025365,7.78420934265894,20.902757716990248,1.9798144822903858,25.117582691982864,1
727,M15586,M,297.4,308.8,1628,37.4,144,0,0,0,0,0,0,69.88618831314474,111.7406816736325,-235.84796303719384,467.39330263020906,226.53298992203565,-584.7599063604408,541.2289018144548,0.6295051437410327,8.139999999999999,8.769505143741032,3,6,61.71715426847552,0,2,107.69467394975631,0.09667160613409832,4.4763933208215825,9.909158198752007,9.600380870896274,3.0057248617777623,24.352693634517582,0
728,H30141,H,297.3,308.6,1499,37.6,147,0,0,0,0,0,0,397.6336559299451,136.72074420254543,-626.0121221994705,386.87001626407346,129.48779032365246,-625.0399062794976,13.004490165553106,0.2417585794672117,7.495,7.736758579467212,7,2,1.6808706168066387,1,1,55.0,0.10882046921725862,4.12014380657796,11.056330675816671,0.2483211071600725,2.3377966062907376,24.181985081532115,2
