worker_id,timestep,worker_x,worker_y,worker_z,machine_x,machine_y,machine_z,distance_3d,worker_speed,machine_speed,relative_speed,ttc,in_restricted_zone,worker_bpm,fatigue_index,gas_co_ppm,dust_density_mg_m3,ambient_light_lux,risk_level
10,10,115.0,56.18,-300.0,151.69,83.7,-300.0,45.86,1.03,2.91,3.93,11.66,0,74.7,0.131,9.72,1.67,46.7,1
10,11,116.5,56.69,-300.0,152.39,83.61,-300.0,44.87,1.43,2.38,3.81,11.78,0,76.0,0.13,9.96,1.83,46.8,0
10,12,118.0,57.17,-300.0,154.53,84.57,-300.0,45.66,0.6,2.39,2.99,15.29,0,73.9,0.13,10.13,1.82,46.8,1
10,13,119.5,57.62,-300.0,154.85,84.13,-300.0,44.19,0.91,2.98,3.89,11.36,0,72.5,0.13,10.77,1.73,46.9,0
10,14,121.0,58.04,-300.0,159.78,87.12,-300.0,48.48,1.19,3.38,4.57,10.6,0,72.5,0.131,10.63,1.69,46.9,0
10,15,122.5,58.41,-300.0,160.07,86.59,-300.0,46.96,0.74,2.59,3.33,14.08,0,72.2,0.13,10.48,1.84,47.1,0
10,16,124.0,58.76,-300.0,160.84,86.38,-300.0,46.05,0.73,3.1,3.84,12.0,0,72.6,0.132,10.36,1.9,46.8,0
10,17,125.5,59.06,-300.0,163.22,87.35,-300.0,47.15,0.9,2.72,3.62,13.02,0,73.0,0.131,10.06,1.92,47.3,0
10,18,127.0,59.32,-300.0,164.55,87.48,-300.0,46.94,0.77,2.73,3.5,13.39,0,73.4,0.132,9.92,1.92,48.7,0
10,19,128.5,59.54,-300.0,166.33,87.91,-300.0,47.28,0.86,3.02,3.88,12.19,0,74.2,0.131,10.23,1.9,49.3,0
10,20,130.0,59.72,-300.0,168.2,88.37,-300.0,47.75,0.73,1.73,2.47,19.37,0,74.9,0.131,10.3,1.79,49.2,0
10,21,131.5,59.85,-300.0,168.74,87.79,-300.0,46.55,0.51,4.76,5.27,8.83,0,73.4,0.131,10.53,1.91,49.6,0
10,22,133.0,59.95,-300.0,169.87,87.6,-300.0,46.08,0.74,3.58,4.32,10.67,0,74.7,0.131,10.48,1.9,49.2,0
10,23,134.5,59.99,-300.0,172.46,88.46,-300.0,47.45,1.05,3.55,4.6,10.32,0,74.1,0.131,10.32,1.91,49.3,1
10,24,136.0,60.0,-300.0,173.94,88.45,-300.0,47.43,0.99,1.9,2.89,16.4,0,73.5,0.133,10.08,1.79,49.1,2
10,25,137.5,59.95,-300.0,174.99,88.07,-300.0,46.87,0.73,3.74,4.48,10.47,0,74.8,0.134,10.24,1.89,48.8,1
10,26,139.0,59.87,-300.0,177.82,88.99,-300.0,48.53,0.76,1.71,2.47,19.66,0,74.8,0.135,10.18,1.98,48.2,0
10,27,140.5,59.74,-300.0,177.11,87.2,-300.0,45.76,0.9,1.5,2.4,19.06,0,75.2,0.136,10.02,2.0,47.8,1
10,28,142.0,59.57,-300.0,176.75,85.63,-300.0,43.44,0.47,2.95,3.41,12.73,0,77.1,0.135,10.31,1.99,47.2,0
10,29,143.5,59.35,-300.0,176.62,84.19,-300.0,41.4,0.57,2.51,3.09,13.41,0,76.7,0.134,9.69,1.92,47.4,1
10,30,145.0,59.09,-300.0,174.25,81.03,-300.0,36.56,0.8,2.1,2.9,12.62,0,77.0,0.135,9.76,1.89,48.0,1
10,31,146.5,58.8,-300.0,172.88,78.58,-300.0,32.97,0.61,2.32,2.93,11.26,0,76.9,0.134,9.57,1.72,49.1,1
10,32,148.0,58.46,-300.0,169.75,74.77,-300.0,27.19,0.61,3.77,4.38,6.21,0,77.1,0.135,9.38,1.76,49.4,0
10,33,149.5,58.08,-300.0,167.91,71.89,-300.0,23.01,0.93,3.12,4.05,5.68,0,77.0,0.134,8.87,1.82,50.0,1
10,34,151.0,57.67,-300.0,167.7,70.2,-300.0,20.88,1.12,2.74,3.87,5.4,0,76.6,0.133,9.19,1.68,49.8,1
10,35,152.5,57.23,-300.0,165.26,66.8,-300.0,15.95,1.46,3.94,5.4,2.95,0,77.3,0.133,8.45,1.72,48.7,2
10,36,154.0,56.75,-300.0,164.94,64.96,-300.0,13.68,1.65,3.56,5.2,2.63,1,75.8,0.132,8.32,1.84,48.9,2
10,37,155.5,56.25,-300.0,167.16,65.0,-300.0,14.58,1.57,4.94,6.51,2.24,1,76.5,0.133,8.58,1.78,49.6,1
10,38,157.0,55.71,-300.0,167.14,63.32,-300.0,12.67,1.22,4.73,5.95,2.13,1,75.9,0.134,9.18,1.8,49.5,2
10,39,158.5,55.16,-300.0,169.24,63.21,-300.0,13.43,1.62,3.74,5.36,2.51,1,78.6,0.134,9.07,1.78,49.1,2
10,40,160.0,54.57,-300.0,171.11,62.9,-300.0,13.88,1.37,3.72,5.09,2.73,1,78.7,0.134,9.69,1.73,49.2,1
10,41,161.5,53.97,-300.0,173.38,62.88,-300.0,14.86,1.62,4.5,6.12,2.43,1,79.1,0.134,9.77,1.79,49.1,2
10,42,163.0,53.35,-300.0,174.53,62.0,-300.0,14.41,1.19,3.63,4.81,2.99,1,78.3,0.133,9.72,1.84,50.0,2
10,43,164.5,52.71,-300.0,174.94,60.54,-300.0,13.05,1.39,4.62,6.01,2.17,1,79.3,0.135,9.83,1.8,49.2,2
10,44,166.0,52.07,-300.0,177.75,60.88,-300.0,14.68,1.56,3.58,5.14,2.86,1,78.7,0.134,9.82,1.94,49.0,2
10,45,167.5,51.41,-300.0,179.89,60.71,-300.0,15.49,1.62,3.92,5.54,2.8,0,77.8,0.135,9.42,1.96,48.9,0
10,46,169.0,50.75,-300.0,183.41,61.56,-300.0,18.01,1.68,3.15,4.83,3.73,0,78.6,0.134,9.23,1.67,49.9,2
10,47,170.5,50.08,-300.0,188.81,63.82,-300.0,22.89,0.91,1.89,2.8,8.19,0,77.6,0.134,9.43,1.52,49.9,0
10,48,172.0,49.42,-300.0,192.39,64.71,-300.0,25.49,1.15,1.59,2.75,9.28,0,77.8,0.136,9.59,1.53,50.1,1
10,49,173.5,48.75,-300.0,197.85,67.01,-300.0,30.44,0.72,3.54,4.26,7.15,0,77.4,0.134,9.42,1.49,50.0,0
10,50,175.0,48.09,-300.0,202.7,68.87,-300.0,34.63,0.75,3.46,4.21,8.23,0,78.2,0.134,9.39,1.45,48.9,1
10,51,176.5,47.44,-300.0,206.62,70.03,-300.0,37.64,0.82,3.14,3.96,9.51,0,78.0,0.134,9.5,1.48,49.8,1
10,52,178.0,46.81,-300.0,212.16,72.43,-300.0,42.71,1.05,3.27,4.31,9.9,0,78.6,0.133,9.65,1.55,50.1,0
10,53,179.5,46.18,-300.0,215.51,73.19,-300.0,45.01,0.9,2.86,3.76,11.97,0,81.1,0.133,9.88,1.54,50.5,1
10,54,181.0,45.57,-300.0,216.71,72.35,-300.0,44.63,0.99,2.79,3.78,11.81,0,82.2,0.132,9.67,1.58,50.9,0
10,55,182.5,44.99,-300.0,220.11,73.19,-300.0,47.01,0.84,3.53,4.36,10.77,0,80.9,0.131,9.71,1.61,51.1,0
10,56,184.0,44.42,-300.0,220.93,72.12,-300.0,46.17,0.79,2.23,3.02,15.27,0,80.3,0.132,9.56,1.6,50.9,1
10,57,185.5,43.88,-300.0,223.63,72.48,-300.0,47.66,0.97,2.66,3.63,13.14,0,82.1,0.132,9.35,1.83,51.1,2
10,58,187.0,43.37,-300.0,223.5,70.75,-300.0,45.63,1.0,2.97,3.97,11.49,0,82.1,0.133,8.99,1.87,50.4,0
10,59,188.5,42.88,-300.0,225.7,70.79,-300.0,46.5,0.77,1.92,2.68,17.32,0,81.8,0.133,9.13,1.88,50.0,0
10,60,190.0,42.43,-300.0,227.66,70.68,-300.0,47.08,0.75,3.24,3.98,11.82,0,82.2,0.132,8.66,1.83,50.6,1
10,61,191.5,42.01,-300.0,228.96,70.11,-300.0,46.83,1.04,1.76,2.8,16.71,0,81.9,0.134,8.82,1.93,51.0,0
10,62,193.0,41.63,-300.0,230.92,70.07,-300.0,47.4,0.62,2.35,2.97,15.98,0,81.3,0.134,9.11,1.95,49.5,1
10,63,194.5,41.28,-300.0,230.96,68.63,-300.0,45.57,0.54,0.75,1.29,35.39,0,80.9,0.135,9.18,1.84,49.9,1
10,64,196.0,40.98,-300.0,234.49,69.84,-300.0,48.11,0.94,1.5,2.44,19.72,0,78.9,0.135,9.71,1.95,50.2,0
10,65,197.5,40.71,-300.0,235.27,69.03,-300.0,47.21,0.65,3.21,3.86,12.22,0,78.2,0.134,9.01,1.97,49.9,0
10,66,199.0,40.48,-300.0,237.3,69.21,-300.0,47.87,0.82,0.66,1.48,32.35,0,78.2,0.132,9.33,1.97,49.7,0
10,67,200.5,40.3,-300.0,238.49,68.79,-300.0,47.49,0.91,1.72,2.63,18.05,0,78.1,0.133,8.38,1.91,49.7,0
10,68,202.0,40.16,-300.0,239.42,68.23,-300.0,46.78,0.76,3.67,4.43,10.57,0,76.8,0.133,7.85,2.04,49.6,1
10,69,203.5,40.06,-300.0,240.11,67.52,-300.0,45.76,0.71,2.46,3.17,14.43,0,77.4,0.133,8.74,2.06,49.4,1
10,70,205.0,40.01,-300.0,242.07,67.81,-300.0,46.34,0.69,2.19,2.87,16.13,0,75.8,0.133,8.99,1.99,49.0,1
10,71,206.5,40.0,-300.0,244.95,68.84,-300.0,48.06,1.1,1.36,2.46,19.52,0,73.9,0.132,8.53,1.99,48.9,1
10,72,208.0,40.04,-300.0,246.32,68.78,-300.0,47.89,0.76,3.42,4.18,11.46,0,73.5,0.133,9.02,1.96,49.3,0
10,73,209.5,40.12,-300.0,246.53,67.89,-300.0,46.29,0.75,3.24,3.99,11.6,0,72.3,0.132,8.9,1.89,49.1,2
10,74,211.0,40.24,-300.0,246.63,66.96,-300.0,44.53,0.76,3.08,3.83,11.62,0,72.4,0.131,8.81,1.84,48.6,1
10,75,212.5,40.41,-300.0,249.79,68.38,-300.0,46.62,0.48,2.56,3.03,15.37,0,72.4,0.132,8.39,1.79,49.6,1
10,76,214.0,40.62,-300.0,251.25,68.55,-300.0,46.56,0.61,2.31,2.92,15.93,0,71.7,0.131,8.9,1.8,49.7,1
10,77,215.5,40.87,-300.0,252.77,68.82,-300.0,46.59,0.46,2.79,3.25,14.34,0,73.4,0.133,9.11,1.72,49.8,1
10,78,217.0,41.17,-300.0,254.77,69.49,-300.0,47.21,0.93,1.06,2.0,23.63,0,72.7,0.134,9.36,1.58,50.2,1
10,79,218.5,41.5,-300.0,256.49,69.99,-300.0,47.49,0.82,3.12,3.94,12.04,0,72.5,0.134,9.59,1.58,50.2,1
10,80,220.0,41.87,-300.0,258.06,70.41,-300.0,47.58,0.67,3.82,4.49,10.59,0,72.9,0.134,9.33,1.63,50.6,0
10,81,221.5,42.27,-300.0,259.21,70.56,-300.0,47.14,0.53,3.98,4.51,10.45,0,73.7,0.134,9.27,1.67,50.5,0
10,82,223.0,42.71,-300.0,259.28,69.92,-300.0,45.35,1.0,2.49,3.5,12.97,0,74.8,0.134,9.31,1.62,51.1,0
10,83,224.5,43.18,-300.0,261.71,71.09,-300.0,46.51,0.63,2.24,2.87,16.19,0,74.7,0.134,9.5,1.6,51.8,1
10,84,226.0,43.69,-300.0,264.9,72.87,-300.0,48.63,0.64,2.64,3.27,14.86,0,74.2,0.134,9.45,1.61,52.3,0
10,85,227.5,44.22,-300.0,265.17,72.47,-300.0,47.09,0.67,2.97,3.64,12.94,0,73.7,0.13,9.06,1.58,52.1,0
10,86,229.0,44.77,-300.0,266.66,73.02,-300.0,47.08,1.16,2.58,3.74,12.58,0,75.7,0.126,8.94,1.72,52.3,0
10,87,230.5,45.35,-300.0,267.68,73.24,-300.0,46.47,0.67,2.88,3.55,13.1,0,75.5,0.12,9.22,1.82,53.1,0
10,88,232.0,45.95,-300.0,267.79,72.8,-300.0,44.74,0.88,2.3,3.19,14.04,0,76.4,0.116,9.7,1.81,52.9,0
10,89,233.5,46.57,-300.0,265.22,70.36,-300.0,39.65,0.66,2.93,3.59,11.05,0,74.9,0.113,9.82,1.87,52.9,0
10,90,235.0,47.21,-300.0,265.09,69.77,-300.0,37.61,1.11,3.2,4.3,8.74,0,74.5,0.108,9.49,1.92,52.2,2
10,91,236.5,47.85,-300.0,263.16,67.85,-300.0,33.33,1.02,3.56,4.58,7.29,0,73.9,0.104,9.46,2.01,53.0,1
10,92,238.0,48.51,-300.0,261.61,66.22,-300.0,29.52,0.46,2.25,2.71,10.9,0,74.1,0.099,9.27,2.02,52.7,0
10,93,239.5,49.17,-300.0,258.31,63.28,-300.0,23.52,0.49,4.8,5.29,4.45,0,74.9,0.095,8.92,2.07,52.5,1
10,94,241.0,49.83,-300.0,254.83,60.21,-300.0,17.29,1.12,3.14,4.27,4.05,0,76.3,0.093,9.04,2.15,52.3,1
10,95,242.5,50.5,-300.0,254.11,59.21,-300.0,14.51,1.48,4.87,6.36,2.28,1,78.6,0.09,8.72,2.17,52.4,2
10,96,244.0,51.17,-300.0,251.82,57.03,-300.0,9.77,1.45,4.31,5.76,1.7,1,80.2,0.087,9.24,2.15,51.6,2
10,97,245.5,51.82,-300.0,250.77,55.78,-300.0,6.59,1.57,5.51,7.08,0.93,1,81.1,0.084,9.43,2.19,51.5,2
10,98,247.0,52.48,-300.0,251.1,55.55,-300.0,5.12,1.32,2.17,3.49,1.47,1,81.9,0.08,9.73,2.15,51.2,2
10,99,248.5,53.12,-300.0,252.99,56.49,-300.0,5.62,1.32,4.53,5.85,0.96,1,84.8,0.077,9.85,2.05,51.0,2
10,100,250.0,53.74,-300.0,254.67,57.24,-300.0,5.83,1.89,4.9,6.79,0.86,1,84.3,0.073,9.89,2.01,49.8,2
10,101,251.5,54.35,-300.0,255.91,57.66,-300.0,5.51,1.52,3.37,4.89,1.13,1,84.8,0.069,9.78,2.01,49.4,2
10,102,253.0,54.94,-300.0,257.42,58.26,-300.0,5.53,1.46,2.59,4.05,1.37,1,86.3,0.063,9.63,2.08,48.9,2
10,103,254.5,55.51,-300.0,259.09,58.95,-300.0,5.74,1.64,4.92,6.57,0.87,1,83.9,0.059,8.72,2.09,48.9,2
10,104,256.0,56.05,-300.0,260.2,59.2,-300.0,5.25,1.0,5.54,6.54,0.8,1,85.6,0.054,9.18,1.98,48.3,2
10,105,257.5,56.57,-300.0,262.24,60.13,-300.0,5.93,1.04,5.44,6.48,0.91,1,86.8,0.052,9.26,2.07,48.4,2
10,106,259.0,57.06,-300.0,261.6,59.01,-300.0,3.25,1.55,4.09,5.64,0.58,1,88.9,0.052,9.32,2.09,47.8,2
10,107,260.5,57.51,-300.0,265.13,60.99,-300.0,5.79,1.23,4.87,6.1,0.95,1,89.1,0.054,8.96,1.99,47.4,2
10,108,262.0,57.94,-300.0,267.13,61.78,-300.0,6.41,1.46,3.47,4.92,1.3,1,90.7,0.055,9.52,2.03,46.3,2
10,109,263.5,58.32,-300.0,272.02,64.72,-300.0,10.65,1.71,2.79,4.5,2.37,1,90.0,0.055,10.12,2.14,46.1,2
10,110,265.0,58.67,-300.0,275.32,66.41,-300.0,12.9,1.47,4.2,5.67,2.27,1,89.8,0.056,9.73,2.09,46.3,2
10,111,266.5,58.99,-300.0,280.09,69.18,-300.0,16.98,1.75,4.34,6.09,2.79,0,87.8,0.058,9.55,2.17,47.7,1
10,112,268.0,59.26,-300.0,284.12,71.35,-300.0,20.15,0.73,3.14,3.87,5.21,0,85.9,0.059,9.52,2.14,49.0,2
10,113,269.5,59.49,-300.0,290.94,75.57,-300.0,26.8,0.74,2.97,3.71,7.23,0,82.8,0.06,9.82,2.09,47.8,0
10,114,271.0,59.68,-300.0,295.89,78.35,-300.0,31.12,0.79,2.51,3.31,9.41,0,82.7,0.063,9.64,2.0,47.3,1
10,115,272.5,59.83,-300.0,300.86,81.1,-300.0,35.46,0.84,2.88,3.72,9.52,0,81.3,0.065,9.73,2.0,46.9,1
10,116,274.0,59.93,-300.0,304.64,82.91,-300.0,38.3,0.7,0.56,1.26,30.4,0,80.8,0.065,9.73,1.99,47.3,1
10,117,275.5,59.99,-300.0,308.8,84.96,-300.0,41.63,0.78,2.54,3.32,12.55,0,78.7,0.066,9.68,1.92,47.8,0
10,118,277.0,60.0,-300.0,312.92,86.94,-300.0,44.91,0.67,2.67,3.34,13.44,0,78.3,0.067,9.9,1.97,46.8,0
10,119,278.5,59.97,-300.0,315.07,87.39,-300.0,45.71,1.04,3.72,4.76,9.6,0,77.4,0.068,9.56,1.83,46.6,0
10,120,280.0,59.89,-300.0,317.71,88.17,-300.0,47.13,0.69,2.22,2.91,16.21,0,76.1,0.068,9.51,1.76,47.0,1
10,121,281.5,59.77,-300.0,317.55,86.81,-300.0,45.06,0.94,4.4,5.34,8.44,0,77.1,0.07,9.28,1.82,47.3,1
10,122,283.0,59.61,-300.0,320.12,87.45,-300.0,46.4,0.7,3.13,3.82,12.13,0,75.4,0.07,9.43,1.81,47.3,1
10,123,284.5,59.41,-300.0,323.08,88.34,-300.0,48.22,0.77,1.83,2.6,18.52,0,76.5,0.07,9.49,1.83,46.9,0
10,124,286.0,59.16,-300.0,323.71,87.44,-300.0,47.14,0.81,1.77,2.59,18.22,0,77.7,0.07,9.25,1.72,46.4,0
10,125,287.5,58.87,-300.0,325.04,87.02,-300.0,46.92,1.12,2.93,4.05,11.58,0,77.5,0.07,9.51,1.67,46.9,0
10,126,289.0,58.55,-300.0,327.7,87.57,-300.0,48.37,0.63,1.98,2.61,18.54,0,77.9,0.071,9.64,1.59,46.8,0
10,127,290.5,58.18,-300.0,326.43,85.13,-300.0,44.92,0.83,1.82,2.65,16.94,0,78.9,0.07,9.36,1.55,45.5,1
10,128,292.0,57.78,-300.0,328.91,85.46,-300.0,46.13,0.52,3.0,3.52,13.1,0,78.4,0.072,9.79,1.62,45.8,0
10,129,293.5,57.34,-300.0,330.67,85.22,-300.0,46.47,0.81,0.5,1.31,35.38,0,76.6,0.073,9.92,1.62,45.6,0
10,130,295.0,56.88,-300.0,332.98,85.36,-300.0,47.47,0.99,3.69,4.67,10.16,0,77.3,0.075,9.67,1.74,45.8,1
10,131,296.5,56.38,-300.0,334.49,84.87,-300.0,47.49,0.9,2.79,3.69,12.85,0,76.9,0.075,9.6,1.83,45.8,0
10,132,298.0,55.85,-300.0,334.87,83.51,-300.0,46.09,0.98,3.09,4.07,11.33,0,76.4,0.077,9.44,1.96,46.2,1
10,133,299.5,55.3,-300.0,337.57,83.85,-300.0,47.58,0.8,1.79,2.59,18.4,0,76.1,0.077,9.03,1.92,45.9,0
10,134,301.0,54.72,-300.0,338.17,82.6,-300.0,46.46,0.92,3.55,4.46,10.41,0,74.8,0.08,8.99,1.85,46.4,1
10,135,302.5,54.12,-300.0,340.7,82.77,-300.0,47.76,0.71,2.43,3.15,15.18,0,74.4,0.08,9.21,1.83,45.9,0
10,136,304.0,53.51,-300.0,340.77,81.08,-300.0,45.96,0.91,1.54,2.45,18.79,0,73.3,0.082,8.83,1.63,46.3,1
10,137,305.5,52.87,-300.0,342.85,80.89,-300.0,46.69,0.74,2.33,3.07,15.23,0,73.2,0.082,8.62,1.76,45.8,0
10,138,307.0,52.23,-300.0,344.12,80.07,-300.0,46.39,0.89,3.01,3.9,11.89,0,72.7,0.082,8.95,1.69,45.6,1
10,139,308.5,51.57,-300.0,346.61,80.15,-300.0,47.63,0.98,2.53,3.51,13.59,0,71.2,0.085,8.8,1.67,45.9,0
10,140,310.0,50.91,-300.0,347.09,78.73,-300.0,46.37,0.93,4.07,4.99,9.28,0,70.0,0.086,9.04,1.7,46.5,0
10,141,311.5,50.25,-300.0,348.9,78.3,-300.0,46.75,0.99,1.39,2.38,19.63,0,72.4,0.085,8.69,1.66,47.6,1
10,142,313.0,49.58,-300.0,350.75,77.9,-300.0,47.19,0.74,2.47,3.21,14.69,0,74.2,0.085,8.37,1.64,48.4,0
10,143,314.5,48.92,-300.0,352.28,77.25,-300.0,47.22,0.81,4.04,4.86,9.72,0,75.0,0.085,8.43,1.61,48.1,0
10,144,316.0,48.26,-300.0,354.0,76.75,-300.0,47.5,1.7,3.31,5.01,9.48,0,75.9,0.085,8.95,1.73,49.1,0
10,145,317.5,47.6,-300.0,355.06,75.78,-300.0,46.96,1.17,1.32,2.48,18.91,0,74.7,0.085,8.67,1.74,48.9,0
10,146,319.0,46.96,-300.0,356.16,74.83,-300.0,46.45,1.21,4.02,5.24,8.87,0,74.8,0.088,9.14,1.74,47.9,0
10,147,320.5,46.34,-300.0,357.2,73.86,-300.0,45.88,0.76,1.98,2.74,16.74,0,75.0,0.088,9.15,1.78,47.4,0
10,148,322.0,45.72,-300.0,357.48,72.33,-300.0,44.35,0.88,2.15,3.03,14.63,0,75.3,0.09,8.77,1.75,47.4,1
10,149,323.5,45.13,-300.0,356.82,70.12,-300.0,41.65,0.7,3.22,3.92,10.63,0,74.6,0.09,8.58,1.86,47.3,0
10,150,325.0,44.56,-300.0,355.1,67.14,-300.0,37.63,0.89,4.08,4.97,7.57,0,74.7,0.092,9.11,1.96,47.4,0
10,151,326.5,44.01,-300.0,353.33,64.13,-300.0,33.53,0.93,1.47,2.4,13.98,0,74.2,0.092,9.77,1.87,47.1,0
10,152,328.0,43.49,-300.0,350.32,60.23,-300.0,27.9,0.59,2.95,3.54,7.88,0,74.7,0.093,9.91,1.77,46.8,0
10,153,329.5,43.0,-300.0,349.84,58.26,-300.0,25.42,1.07,2.34,3.41,7.46,0,76.2,0.094,9.55,1.74,46.4,0
10,154,331.0,42.54,-300.0,348.07,55.34,-300.0,21.33,0.69,2.66,3.35,6.37,0,77.0,0.093,9.5,1.7,46.3,1
10,155,332.5,42.11,-300.0,347.78,53.58,-300.0,19.11,1.53,3.56,5.09,3.76,0,78.7,0.095,9.82,1.69,45.9,1
10,156,334.0,41.72,-300.0,347.18,51.61,-300.0,16.47,1.52,3.88,5.4,3.05,0,78.3,0.094,9.74,1.69,46.4,2
10,157,335.5,41.37,-300.0,347.07,50.04,-300.0,14.46,1.63,4.88,6.51,2.22,1,77.4,0.095,9.46,1.65,46.4,2
10,158,337.0,41.05,-300.0,349.38,50.33,-300.0,15.47,1.71,3.7,5.42,2.86,0,79.4,0.096,9.31,1.77,46.7,2
10,159,338.5,40.77,-300.0,350.89,50.07,-300.0,15.49,1.31,5.49,6.8,2.28,0,79.8,0.097,9.02,1.92,47.1,2
10,160,340.0,40.54,-300.0,353.01,50.3,-300.0,16.27,1.63,3.59,5.22,3.12,0,80.8,0.098,8.82,1.82,47.5,2
10,161,341.5,40.34,-300.0,353.34,49.22,-300.0,14.81,1.19,4.12,5.31,2.79,1,80.4,0.1,8.72,1.94,47.4,2
10,162,343.0,40.19,-300.0,355.76,49.76,-300.0,15.95,1.7,5.65,7.35,2.17,0,79.4,0.101,9.57,1.99,47.5,2
10,163,344.5,40.08,-300.0,357.51,49.84,-300.0,16.26,1.66,4.03,5.69,2.86,0,77.8,0.102,8.92,1.97,48.2,0
10,164,346.0,40.02,-300.0,358.68,49.53,-300.0,15.85,1.43,3.45,4.87,3.25,0,79.1,0.102,8.56,2.0,48.2,2
10,165,347.5,40.0,-300.0,361.88,50.79,-300.0,17.98,1.25,4.51,5.76,3.12,0,79.7,0.102,8.51,2.06,48.9,1
10,166,349.0,40.03,-300.0,364.9,51.95,-300.0,19.88,1.44,4.52,5.97,3.33,0,80.2,0.103,8.56,2.01,48.7,2
10,167,350.5,40.09,-300.0,368.9,53.89,-300.0,23.0,0.87,3.95,4.82,4.77,0,79.5,0.105,8.5,2.03,49.5,1
10,168,352.0,40.21,-300.0,373.59,56.4,-300.0,26.99,0.95,1.51,2.46,10.97,0,78.7,0.106,8.58,1.91,49.1,0
10,169,353.5,40.37,-300.0,378.1,58.81,-300.0,30.75,0.94,3.3,4.24,7.26,0,78.6,0.109,8.86,1.89,48.7,0
10,170,355.0,40.57,-300.0,383.69,62.09,-300.0,35.87,0.61,2.77,3.37,10.63,0,77.9,0.111,9.31,1.94,48.2,0
10,171,356.5,40.81,-300.0,387.27,63.89,-300.0,38.46,0.67,3.5,4.17,9.22,0,77.1,0.113,9.43,1.96,47.9,0
10,172,358.0,41.09,-300.0,391.23,66.01,-300.0,41.53,0.78,2.65,3.43,12.1,0,78.1,0.112,9.31,1.96,48.3,0
10,173,359.5,41.41,-300.0,396.4,69.09,-300.0,46.13,0.62,1.45,2.07,22.34,0,78.5,0.111,9.68,1.92,47.6,0
10,174,361.0,41.77,-300.0,398.62,69.99,-300.0,47.03,0.7,2.8,3.51,13.41,0,77.7,0.112,9.84,1.9,47.2,0
10,175,362.5,42.17,-300.0,398.74,69.35,-300.0,45.3,0.74,3.63,4.37,10.36,0,79.2,0.11,10.1,1.93,47.8,1
10,176,364.0,42.6,-300.0,400.94,70.31,-300.0,46.17,0.69,1.09,1.78,26.01,0,79.4,0.109,9.6,1.79,48.2,0
10,177,365.5,43.06,-300.0,403.08,71.25,-300.0,46.98,0.83,3.13,3.95,11.88,0,79.6,0.109,9.53,1.77,48.2,1
10,178,367.0,43.56,-300.0,404.64,71.79,-300.0,47.05,0.61,2.81,3.42,13.76,0,80.3,0.109,9.87,1.79,48.4,0
10,179,368.5,44.08,-300.0,404.98,71.44,-300.0,45.59,0.46,1.05,1.51,30.11,0,79.9,0.11,9.6,1.9,48.8,0
10,180,370.0,44.63,-300.0,408.17,73.26,-300.0,47.71,0.62,2.52,3.14,15.18,0,81.9,0.109,9.71,1.87,49.2,0
10,181,371.5,45.21,-300.0,409.46,73.68,-300.0,47.45,1.05,2.19,3.24,14.62,0,82.3,0.112,9.67,1.92,48.9,1
10,182,373.0,45.8,-300.0,410.74,74.11,-300.0,47.17,0.8,2.36,3.16,14.92,0,82.3,0.113,9.59,2.03,49.7,0
10,183,374.5,46.42,-300.0,412.8,75.14,-300.0,47.87,0.97,2.09,3.06,15.66,0,81.0,0.113,9.82,1.92,50.1,1
10,184,376.0,47.05,-300.0,413.72,75.34,-300.0,47.15,0.58,3.16,3.74,12.6,0,80.4,0.115,10.1,2.04,50.8,1
10,185,377.5,47.69,-300.0,415.22,75.98,-300.0,47.15,0.83,1.57,2.4,19.63,0,78.8,0.113,9.69,2.01,50.5,1
10,186,379.0,48.34,-300.0,417.43,77.16,-300.0,48.03,0.76,2.89,3.66,13.13,0,78.2,0.112,9.62,1.93,50.3,0
10,187,380.5,49.0,-300.0,418.63,77.61,-300.0,47.67,1.07,2.28,3.35,14.22,0,79.7,0.114,9.39,1.83,50.3,0
10,188,382.0,49.67,-300.0,418.89,77.34,-300.0,46.11,1.03,2.11,3.14,14.69,0,80.2,0.116,9.13,1.77,50.7,1
10,189,383.5,50.34,-300.0,421.33,78.71,-300.0,47.29,0.83,1.95,2.78,17.0,0,79.3,0.116,8.65,1.83,50.4,0
10,190,385.0,51.0,-300.0,422.0,78.75,-300.0,46.26,0.24,2.48,2.72,16.98,0,78.2,0.118,8.5,1.74,50.6,0
10,191,386.5,51.66,-300.0,424.25,79.98,-300.0,47.19,0.67,1.88,2.54,18.55,0,78.5,0.117,8.11,1.87,50.9,0
10,192,388.0,52.32,-300.0,425.73,80.62,-300.0,47.17,0.75,2.5,3.24,14.54,0,78.7,0.119,7.95,1.9,50.6,1
10,193,389.5,52.96,-300.0,426.04,80.37,-300.0,45.68,0.76,2.63,3.39,13.47,0,78.4,0.12,8.18,1.77,49.9,1
10,194,391.0,53.59,-300.0,428.35,81.6,-300.0,46.69,0.73,3.96,4.69,9.96,0,77.3,0.12,8.08,1.76,50.0,1
10,195,392.5,54.2,-300.0,430.1,82.4,-300.0,47.0,1.08,2.86,3.94,11.91,0,76.4,0.123,8.18,1.72,50.7,0
10,196,394.0,54.8,-300.0,431.15,82.66,-300.0,46.44,0.71,3.83,4.54,10.24,0,75.5,0.124,8.31,1.86,51.6,1
